amount,transaction_error,age,gender,annual_income,credit_score,number_of_cards,has_chip,credit_limit,card_usage_method_Chip,card_usage_method_Contactless,card_usage_method_Online,card_usage_method_Swipe,card_brand_Amex,card_brand_Discover,card_brand_Mastercard,card_brand_Visa,card_type_Credit,card_type_Debit,card_type_Debit (Prepaid),merchant_region_Africa,merchant_region_Asia,merchant_region_Europe,merchant_region_Middle East,merchant_region_North America,merchant_region_Oceania,merchant_region_South America,merchant_region_Unknown,merchant_category_code_Financial,merchant_category_code_Government,merchant_category_code_Other,merchant_category_code_Professional_Medical,merchant_category_code_Retail,merchant_category_code_Services_Leisure,merchant_category_code_Transport_Utilities,merchant_category_code_Travel_Transport
4.39494286,0,34,1,33934,622,3,0,10600,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.711374532,0,85,1,25066,695,7,0,6397,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.102312732,0,48,1,40392,645,1,0,5800,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.615120517,0,73,0,26481,705,1,0,8200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.432735777,0,81,1,42509,755,5,0,26546,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.508785924,0,55,0,47334,701,3,0,12100,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.117409835,0,53,1,59696,787,5,0,21968,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.745106026,0,50,1,43529,797,6,0,15300,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.489894191,0,67,1,57705,684,3,0,13900,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.955837369,0,55,0,62791,692,4,0,39870,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.373715579,0,66,0,35602,661,5,0,73,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5.548141796,0,43,0,50174,643,4,0,4700,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.110873864,0,43,0,49328,693,5,0,14900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.025351691,0,63,0,71909,712,3,0,21749,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.710250662,0,68,1,39238,702,4,0,12700,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.898119445,0,51,1,41886,768,3,0,51,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.626246512,0,40,1,40867,694,2,0,7900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.356708827,0,35,0,30217,705,4,0,10863,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.231111721,0,76,0,34408,701,4,0,16668,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.123903364,0,59,0,28245,669,1,0,6090,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.480966583,0,62,1,33556,799,4,0,18223,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.895149617,0,52,0,79272,716,3,0,29144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.770229,0,55,0,37534,706,3,0,20067,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.536074936,0,39,0,56486,689,2,0,8800,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.564348191,0,83,0,80493,610,5,0,25445,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.094511215,0,31,1,26900,758,2,0,8332,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.681021529,0,41,1,49776,684,3,0,90,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.376904689,0,34,1,46361,743,2,0,19038,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.564348191,0,43,0,49328,693,5,0,11800,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.45910341,0,32,0,51654,600,4,0,13200,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.384729189,0,48,0,27447,673,5,0,9001,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.853758097,0,87,1,16342,747,5,0,8253,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.393339456,0,44,1,84365,796,5,0,4130,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.219507705,0,37,1,67747,804,3,0,13900,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.471345142,0,54,0,62837,850,3,0,15422,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.476304854,0,51,0,27372,612,1,0,1368,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.467874348,0,25,1,37864,686,1,0,10200,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.532599493,0,50,0,34456,752,4,0,16868,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.64414356,0,36,1,32522,769,2,0,11087,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.622715365,0,33,1,41069,644,3,0,9700,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.066006927,0,49,0,37298,683,1,0,13569,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.817203515,0,86,1,35685,714,5,0,16400,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.141033005,0,69,1,99825,685,4,0,19959,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.254444718,0,43,1,35264,770,2,0,25977,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.663561646,0,61,1,63781,654,1,0,44,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.343589704,0,66,0,31175,711,5,0,9000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.871293366,0,77,1,44807,751,4,0,16959,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.921324674,0,68,1,65298,524,2,0,6724,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.889777396,0,51,1,41886,768,3,0,51,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.576421759,0,50,1,1426,680,3,0,400,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.558776498,0,81,1,33483,698,5,0,31599,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.213460043,0,32,0,105515,646,4,0,47372,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.710187816,0,50,0,43290,690,4,0,57,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.558144618,0,68,1,70554,655,5,0,17400,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.54731589,0,90,1,48580,687,7,0,18900,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.390738575,0,46,0,37857,800,2,0,8000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.931825633,0,61,0,21397,812,4,0,8021,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.57171681,0,64,0,49756,618,4,0,3715,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.982295058,0,62,0,46256,650,3,0,3630,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.946231177,0,81,1,33483,698,5,0,27480,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.620576488,0,76,0,37829,658,4,0,21847,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.106378794,0,44,1,39898,682,3,0,14100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.804594651,0,28,1,29371,715,2,0,10707,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.579647229,0,92,0,24960,707,9,0,7500,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.970778917,0,63,1,32928,850,5,0,14217,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.840097266,0,47,0,43144,628,3,0,11400,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.11218448,1,87,1,33279,778,6,0,11000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.795790546,0,51,0,37346,680,5,0,9676,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.357593744,0,36,0,67444,850,1,0,18000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.787366401,1,56,1,58846,746,3,0,33539,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.342334252,0,46,1,71103,721,4,0,15000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-4.17438727,0,57,1,30495,773,4,0,7300,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.004237489,0,49,1,31008,713,4,0,15087,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.022450928,0,85,1,25066,695,7,0,6397,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.93084476,0,81,1,33483,698,5,0,16055,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.963209082,0,37,0,23967,722,4,0,8540,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.316728225,0,36,1,161276,540,1,0,6076,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.810211739,0,67,0,30962,743,5,0,16279,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.896503194,0,62,0,34496,731,5,0,11500,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.947337701,0,32,0,36388,710,4,0,29340,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.824175443,0,54,1,35114,686,5,0,10517,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.925150025,0,75,0,22850,714,6,0,12400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.868906714,0,43,0,28983,755,3,0,17013,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.285438934,0,48,1,38611,755,5,0,2400,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.889368315,0,51,1,34540,793,5,0,7100,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.143134726,0,67,1,43070,726,4,0,17695,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.615120517,0,48,0,75682,727,5,0,49790,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.311031877,0,54,0,47482,726,5,0,17536,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.110873864,0,78,1,23821,613,8,0,26506,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.626116818,0,70,1,26574,689,3,0,4200,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.668189839,0,49,0,37298,683,1,0,13569,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.987315989,0,33,0,35499,724,1,0,7900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.615120517,0,60,0,39521,491,3,0,9062,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.613128106,0,73,1,42593,703,2,0,16700,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.403642999,0,61,0,28210,655,2,0,32165,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.290512512,0,74,0,54013,779,8,0,35073,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.845300236,0,69,1,46487,635,3,0,20552,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.697839195,0,58,0,31177,689,5,0,17108,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.495148766,0,52,0,79272,716,3,0,29144,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.110873864,0,52,0,31070,708,4,0,87,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.845917871,0,30,0,67589,734,3,0,27623,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.161207322,0,53,1,77254,701,5,0,9022,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.673258073,0,68,1,59938,670,1,0,17432,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.538447417,0,43,0,48279,719,2,0,24806,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.188335076,0,52,0,29957,624,5,0,9100,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.279717016,0,65,0,70673,714,4,0,22600,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.828551818,0,68,0,43004,761,6,0,9952,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.222151267,0,56,0,48944,813,7,0,16200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3.401863826,0,46,1,31632,832,3,0,10300,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.219507705,0,77,1,31942,713,6,0,23798,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.584967479,0,52,0,31070,708,4,0,8000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.233235015,0,81,1,11613,790,8,0,9500,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.320348794,0,58,1,33717,698,6,0,8100,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.353498551,0,37,0,59139,742,4,0,39441,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.648578157,0,23,1,59479,688,1,0,31292,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.118662255,0,45,0,48755,777,8,0,30314,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.704752803,0,68,1,70554,655,5,0,2046,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.881443127,0,37,1,49335,773,3,0,60,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.574899688,0,59,0,37536,717,3,0,9600,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4.615120517,0,65,1,16889,679,5,0,10274,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.55134004,0,70,0,68765,798,5,0,39751,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.340683671,0,32,1,58749,768,6,0,27208,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.797890905,0,47,1,29564,694,2,0,39,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.045938086,0,63,1,53702,606,1,0,12047,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.215670694,0,50,1,1426,680,3,0,400,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.549329989,0,48,0,53478,674,3,0,11900,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.884241898,0,43,1,24917,693,2,0,5507,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.383242996,0,41,0,51854,737,2,0,10775,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.123458427,0,42,0,25585,702,4,0,10059,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.073291153,0,52,1,87030,646,5,0,17280,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.076689627,0,82,0,10869,820,2,0,12764,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.543294782,0,48,0,27447,673,5,0,7400,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.945910149,0,33,1,41069,644,3,0,28179,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.234106505,0,75,1,41513,748,3,0,30074,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.013080912,0,54,0,47482,726,5,0,7600,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.921547375,0,68,1,59938,670,1,0,17432,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.532169293,0,77,1,30457,520,5,0,20165,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.947003974,0,58,0,60292,531,1,0,7200,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.861629289,0,47,0,43144,628,3,0,19103,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.276666119,0,83,0,41763,714,5,0,26024,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.564348191,0,69,1,50753,698,4,0,22839,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.489208259,0,49,1,37401,737,4,0,21264,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.434490164,0,44,1,84365,796,5,0,4130,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.317488114,0,61,1,30359,758,2,0,6789,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.602689685,0,55,1,37495,687,3,0,8400,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.744314161,0,79,0,37503,706,5,0,21058,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.079441542,0,84,1,79870,609,2,0,5200,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.754433085,0,40,0,25861,607,3,0,14404,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3.076390177,0,84,1,16430,779,7,0,19508,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.658228077,0,52,0,79272,716,3,0,29144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-4.59511985,0,54,1,42900,802,6,0,66,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.995076561,0,51,1,61901,726,7,0,27761,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.747363952,0,91,0,40141,850,6,0,8600,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.802147524,0,50,0,38179,609,2,0,4100,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.339880878,0,45,1,16628,654,1,0,49,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.420695788,0,78,0,62103,509,4,0,22567,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.029619417,0,47,1,30942,779,3,0,6900,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.138889,0,67,1,46945,682,4,0,26162,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.128171091,0,46,0,37857,800,2,0,8000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.423108334,0,77,1,22540,705,6,0,6900,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.332143895,0,48,1,67761,745,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.615120517,0,59,0,33311,590,2,0,17231,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.838806943,0,51,1,61901,726,7,0,20560,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4.153085057,0,23,1,59479,688,1,0,31292,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.90526037,0,63,1,33728,730,3,0,59,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.148517041,0,51,0,33178,671,2,0,13404,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.578978705,0,54,0,89152,675,1,0,34877,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.970927155,0,42,0,31031,744,7,0,22746,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.057853454,0,67,0,34172,811,6,0,6100,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.813010637,0,32,0,36388,710,4,0,29340,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.198850859,0,67,1,78329,720,3,0,17686,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.675527009,0,63,1,28147,756,7,0,14466,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.333632062,0,59,0,35590,720,4,0,2809,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.499795262,0,49,1,27691,687,2,0,9827,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.506817602,0,63,0,43180,764,5,0,19127,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
